"","Received.Year","Received.Month","Report.Date","County.Name","Animal.Classification","Number.of.Samples","Positive.Samples","Latitude.Center.Point","Longitude.Center.Point","Geocode"
"25302",2019,1,NA,"Erie","Dog",4,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25303",2015,9,NA,"Cayuga","Dog",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25304",2014,2,NA,"Westchester","Wild Other",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25305",2011,10,NA,"Nassau","Wild Other",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25306",2022,8,NA,"Albany","Bat",33,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25307",2012,11,NA,"Cayuga","Dog",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25308",2010,4,NA,"Franklin","Dog",1,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"25309",2010,9,NA,"Schuyler","Raccoon",1,1,42.39501,-76.87556,"POINT (-76.87556 42.39501)"
"25310",2023,12,NA,"Nassau","Dog",2,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25311",2011,11,NA,"Onondaga","Dog",5,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25312",2014,7,NA,"St. Lawrence","Cat",3,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25313",2015,2,NA,"Oneida","Bat",2,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"25314",2009,12,NA,"Steuben","Dog",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"25315",2020,7,NA,"Otsego","Bat",13,1,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"25316",2019,12,NA,"Greene","Domestic Other",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25317",2014,5,NA,"Onondaga","Wild Other",1,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25318",2008,4,NA,"Delaware","Cat",1,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"25319",2009,7,NA,"Monroe","Skunk",1,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25320",2009,1,NA,"Ontario","Bat",1,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"25321",2019,6,NA,"Clinton","Raccoon",5,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"25322",2020,5,NA,"Rensselaer","Bat",3,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25323",2017,4,NA,"Saratoga","Bat",2,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25324",2008,4,NA,"Franklin","Rodents",1,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"25325",2020,7,NA,"Washington","Dog",1,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"25326",2020,11,NA,"Nassau","Raccoon",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25327",2010,7,NA,"Dutchess","Bat",4,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"25328",2021,3,NA,"Oswego","Bat",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25329",2019,12,NA,"Monroe","Bat",3,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25330",2019,3,NA,"Oswego","Dog",2,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25331",2023,8,NA,"Oswego","Cat",4,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25332",2019,5,NA,"Cattaraugus","Cat",2,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25333",2010,5,NA,"Tioga","Cat",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"25334",2023,4,NA,"Cayuga","Wild Other",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25335",2017,3,NA,"Allegany","Wild Other",1,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"25336",2012,4,NA,"Oneida","Bat",1,1,43.10205,-75.23,"POINT (-75.23 43.10205)"
"25337",2008,7,NA,"Monroe","Cat",6,1,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25338",2014,7,NA,"Tioga","Domestic Other",2,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"25339",2021,9,NA,"Westchester","Fox",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25340",2009,6,NA,"Tompkins","Cat",4,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"25341",2013,7,NA,"Seneca","Bat",2,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"25342",2016,1,NA,"Tompkins","Rodents",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"25343",2016,7,NA,"Steuben","Cat",3,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"25344",2019,7,NA,"Jefferson","Rodents",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25345",2011,2,NA,"Schuyler","Raccoon",1,1,42.39501,-76.87556,"POINT (-76.87556 42.39501)"
"25346",2009,12,NA,"Ulster","Raccoon",1,1,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"25347",2012,9,NA,"Oswego","Fox",1,1,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25348",2015,4,NA,"Genesee","Bat",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"25349",2021,3,NA,"Cortland","Fox",1,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"25350",2024,3,NA,"Jefferson","Cat",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25351",2014,6,NA,"Erie","Raccoon",12,1,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25352",2009,2,NA,"Rensselaer","Wild Other",2,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25353",2008,6,NA,"Niagara","Raccoon",7,2,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25354",2018,6,NA,"Columbia","Raccoon",4,1,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"25355",2013,11,NA,"Allegany","Cattle",1,1,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"25356",2016,5,NA,"Erie","Dog",6,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25357",2016,9,NA,"Orange","Fox",1,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25358",2022,2,NA,"Saratoga","Dog",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25359",2019,4,NA,"Otsego","Cat",1,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"25360",2011,1,NA,"Chenango","Bat",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"25361",2021,1,NA,"Ulster","Domestic Other",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"25362",2010,4,NA,"Columbia","Dog",1,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"25363",2020,8,NA,"St. Lawrence","Bat",21,1,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25364",2011,7,NA,"Tioga","Cat",4,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"25365",2010,8,NA,"Suffolk","Raccoon",2,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25366",2009,9,NA,"Genesee","Bat",1,1,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"25367",2019,9,NA,"Suffolk","Bat",2,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25368",2013,9,NA,"Schuyler","Skunk",1,1,42.39501,-76.87556,"POINT (-76.87556 42.39501)"
"25369",2017,3,NA,"Onondaga","Cat",2,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25370",2007,8,NA,"Albany","Rodents",3,1,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25371",2021,3,NA,"Oneida","Domestic Other",1,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"25372",2009,8,NA,"Cattaraugus","Cat",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25373",2022,2,NA,"Oswego","Cat",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25374",2007,6,NA,"Rensselaer","Fox",1,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25375",2008,7,NA,"Clinton","Cat",2,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"25376",2016,6,NA,"Suffolk","Dog",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25377",2015,2,NA,"Wayne","Cat",1,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"25378",2018,6,NA,"Schoharie","Raccoon",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"25379",2020,7,NA,"Jefferson","Domestic Other",3,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25380",2015,1,NA,"Broome","Dog",2,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"25381",2018,10,NA,"Greene","Dog",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25382",2015,12,NA,"Ulster","Wild Other",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"25383",2021,11,NA,"Onondaga","Rodents",1,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25384",2008,6,NA,"St. Lawrence","Dog",2,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25385",2016,6,NA,"Cayuga","Raccoon",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25386",2012,2,NA,"Rockland","Skunk",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"25387",2016,12,NA,"Westchester","Cat",3,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25388",2010,11,NA,"Wyoming","Skunk",1,1,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"25389",2009,10,NA,"Rockland","Raccoon",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"25390",2010,11,NA,"Onondaga","Cat",2,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25391",2022,3,NA,"Erie","Dog",12,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25392",2017,3,NA,"St. Lawrence","Fox",2,1,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25393",2013,4,NA,"Schuyler","Dog",2,0,42.39501,-76.87556,"POINT (-76.87556 42.39501)"
"25394",2019,5,NA,"Albany","Bat",4,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25395",2015,9,NA,"Cayuga","Rodents",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25396",2020,8,NA,"Greene","Cat",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25397",2020,11,NA,"Erie","Cat",8,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25398",2023,3,NA,"Erie","Dog",4,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25399",2016,6,NA,"Suffolk","Bat",4,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25400",2008,7,NA,"Onondaga","Cat",4,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25401",2011,1,NA,"Saratoga","Bat",3,1,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25402",2022,5,NA,"Wyoming","Skunk",1,0,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"25403",2014,12,NA,"Oswego","Skunk",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25404",2010,8,NA,"Saratoga","Rodents",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25405",2021,5,NA,"Lewis","Fox",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25406",2014,6,NA,"Dutchess","Cat",2,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"25407",2017,8,NA,"Cayuga","Cat",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25408",2022,9,NA,"Clinton","Skunk",4,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"25409",2012,8,NA,"Columbia","Bat",10,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"25410",2021,7,NA,"Herkimer","Bat",1,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"25411",2021,9,NA,"Greene","Bat",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25412",2017,10,NA,"Erie","Dog",6,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25413",2018,8,NA,"Oswego","Bat",36,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25414",2011,8,NA,"Albany","Cattle",1,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25415",2011,8,NA,"Essex","Bat",3,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"25416",2017,7,NA,"Niagara","Skunk",2,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25417",2019,2,NA,"Oneida","Domestic Other",1,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"25418",2020,9,NA,"Franklin","Raccoon",4,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"25419",2018,10,NA,"Tompkins","Wild Other",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"25420",2014,3,NA,"Oswego","Cat",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25421",2021,3,NA,"Sullivan","Dog",1,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"25422",2015,9,NA,"St. Lawrence","Dog",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25423",2010,10,NA,"Niagara","Cat",3,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25424",2010,12,NA,"Rensselaer","Raccoon",5,2,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25425",2019,8,NA,"Schoharie","Raccoon",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"25426",2017,6,NA,"Cattaraugus","Bat",6,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25427",2023,11,NA,"Washington","Bat",1,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"25428",2014,9,NA,"Chemung","Bat",4,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"25429",2008,7,NA,"Chautauqua","Dog",1,0,42.25171,-79.50169,"POINT (-79.50169 42.25171)"
"25430",2009,11,NA,"Lewis","Skunk",1,1,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25431",2011,4,NA,"Westchester","Fox",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25432",2010,12,NA,"Tioga","Dog",1,1,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"25433",2010,3,NA,"Ulster","Fox",1,1,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"25434",2018,6,NA,"Wayne","Domestic Other",1,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"25435",2022,3,NA,"Orange","Bat",1,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25436",2024,6,NA,"St. Lawrence","Cat",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25437",2016,5,NA,"Cattaraugus","Cattle",2,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25438",2013,8,NA,"Essex","Raccoon",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"25439",2009,6,NA,"Montgomery","Cat",2,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"25440",2021,1,NA,"Erie","Skunk",1,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25441",2008,10,NA,"Greene","Dog",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25442",2009,7,NA,"Westchester","Cat",5,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25443",2015,9,NA,"Yates","Cat",1,0,42.66095,-77.05365,"POINT (-77.05365 42.66095)"
"25444",2011,9,NA,"Allegany","Bat",1,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"25445",2014,5,NA,"Orange","Dog",3,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25446",2019,8,NA,"St. Lawrence","Fox",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25447",2016,7,NA,"Rensselaer","Bat",9,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25448",2017,11,NA,"Oneida","Cat",1,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"25449",2014,9,NA,"Monroe","Dog",1,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25450",2010,2,NA,"Cattaraugus","Rodents",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25451",2017,8,NA,"Ulster","Cat",7,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"25452",2013,1,NA,"Steuben","Cat",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"25453",2014,6,NA,"Broome","Cat",3,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"25454",2011,5,NA,"Washington","Domestic Other",1,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"25455",2010,8,NA,"Hamilton","Wild Other",1,0,43.47081,-74.41132,"POINT (-74.41132 43.47081)"
"25456",2021,2,NA,"Warren","Cat",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"25457",2023,10,NA,"Genesee","Cat",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"25458",2016,9,NA,"Warren","Cat",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"25459",2019,4,NA,"Suffolk","Bat",2,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25460",2018,10,NA,"Monroe","Skunk",1,1,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25461",2017,11,NA,"Chemung","Domestic Other",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"25462",2014,5,NA,"St. Lawrence","Dog",2,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25463",2022,12,NA,"Niagara","Raccoon",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25464",2020,6,NA,"Tompkins","Bat",22,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"25465",2011,1,NA,"Monroe","Dog",1,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25466",2011,9,NA,"Saratoga","Fox",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25467",2023,10,NA,"Schoharie","Wild Other",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"25468",2008,7,NA,"Ulster","Rodents",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"25469",2013,3,NA,"Wyoming","Bat",1,0,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"25470",2016,3,NA,"Erie","Skunk",1,1,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25471",2013,6,NA,"Livingston","Bat",1,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"25472",2016,2,NA,"Suffolk","Dog",2,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25473",2009,11,NA,"Saratoga","Bat",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25474",2011,5,NA,"Wayne","Bat",2,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"25475",2019,8,NA,"Erie","Rodents",4,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25476",2012,2,NA,"Clinton","Raccoon",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"25477",2018,5,NA,"Oswego","Dog",2,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25478",2012,6,NA,"Otsego","Bat",5,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"25479",2009,1,NA,"Washington","Bat",2,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"25480",2023,5,NA,"Onondaga","Fox",1,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25481",2022,3,NA,"Schenectady","Dog",2,0,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"25482",2020,6,NA,"Chautauqua","Cat",2,0,42.25171,-79.50169,"POINT (-79.50169 42.25171)"
"25483",2022,1,NA,"Schoharie","Dog",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"25484",2012,10,NA,"Rensselaer","Rodents",1,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25485",2008,8,NA,"Jefferson","Dog",2,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25486",2012,6,NA,"Erie","Dog",14,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25487",2008,1,NA,"Washington","Dog",1,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"25488",2010,8,NA,"Warren","Skunk",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"25489",2013,10,NA,"Washington","Bat",1,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"25490",2021,8,NA,"Steuben","Wild Other",2,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"25491",2023,5,NA,"Westchester","Cat",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25492",2020,7,NA,"Westchester","Cat",5,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25493",2019,8,NA,"Oswego","Dog",4,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25494",2024,3,NA,"Essex","Wild Other",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"25495",2023,7,NA,"Sullivan","Cat",1,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"25496",2016,2,NA,"Chenango","Cat",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"25497",2012,1,NA,"Rensselaer","Fox",1,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25498",2023,1,NA,"Oneida","Cat",2,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"25499",2023,6,NA,"Steuben","Wild Other",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"25500",2014,4,NA,"Niagara","Raccoon",1,1,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25501",2008,5,NA,"Tioga","Raccoon",2,1,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"25502",2012,11,NA,"St. Lawrence","Wild Other",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25503",2023,9,NA,"Oneida","Raccoon",1,1,43.10205,-75.23,"POINT (-75.23 43.10205)"
"25504",2012,1,NA,"Westchester","Raccoon",1,1,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25505",2016,8,NA,"Cattaraugus","Fox",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25506",2023,7,NA,"Washington","Bat",6,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"25507",2023,5,NA,"Seneca","Cat",1,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"25508",2020,7,NA,"Broome","Dog",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"25509",2017,9,NA,"Montgomery","Dog",1,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"25510",2023,12,NA,"Rockland","Bat",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"25511",2010,5,NA,"Wyoming","Bat",2,0,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"25512",2019,8,NA,"Franklin","Skunk",1,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"25513",2023,2,NA,"Niagara","Raccoon",3,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25514",2015,12,NA,"Jefferson","Bat",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25515",2014,8,NA,"Albany","Cat",6,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25516",2016,9,NA,"Tioga","Wild Other",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"25517",2022,5,NA,"Clinton","Cat",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"25518",2019,5,NA,"Oneida","Dog",3,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"25519",2013,7,NA,"Ontario","Raccoon",2,2,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"25520",2016,6,NA,"Oswego","Bat",9,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25521",2021,11,NA,"Putnam","Cat",1,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"25522",2010,6,NA,"Ontario","Bat",3,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"25523",2014,6,NA,"Monroe","Rodents",1,1,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25524",2015,10,NA,"Rensselaer","Skunk",1,1,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25525",2023,9,NA,"Oswego","Raccoon",3,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25526",2020,4,NA,"Rockland","Cat",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"25527",2021,4,NA,"Rockland","Dog",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"25528",2013,2,NA,"Greene","Cat",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25529",2011,4,NA,"Putnam","Domestic Other",1,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"25530",2014,7,NA,"Delaware","Cat",2,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"25531",2014,5,NA,"Sullivan","Rodents",1,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"25532",2016,11,NA,"St. Lawrence","Skunk",2,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25533",2016,10,NA,"Columbia","Cat",2,1,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"25534",2018,1,NA,"Erie","Cat",11,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25535",2016,6,NA,"Herkimer","Dog",1,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"25536",2015,1,NA,"Rockland","Skunk",1,1,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"25537",2013,7,NA,"Saratoga","Bat",9,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25538",2010,7,NA,"Westchester","Raccoon",4,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25539",2013,12,NA,"Chenango","Bat",2,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"25540",2021,4,NA,"Tompkins","Dog",2,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"25541",2013,1,NA,"Wyoming","Rodents",1,0,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"25542",2011,6,NA,"Broome","Cat",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"25543",2015,11,NA,"Jefferson","Bat",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25544",2014,6,NA,"Rensselaer","Domestic Other",1,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25545",2009,7,NA,"Steuben","Dog",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"25546",2023,3,NA,"Onondaga","Bat",7,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25547",2014,5,NA,"Clinton","Skunk",3,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"25548",2010,3,NA,"Greene","Cat",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25549",2012,6,NA,"Ulster","Wild Other",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"25550",2013,7,NA,"Broome","Cat",2,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
